Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto,Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20042006","2004-2006","%","2.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20052007","2005-2007","%","2.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20062008","2006-2008","%","2.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20072009","2007-2009","%","2.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20082010","2008-2010","%","2.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20092011","2009-2011","%","2.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20102012","2010-2012","%","2.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20112013","2011-2013","%","2.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20122014","2012-2014","%","2.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20132015","2013-2015","%","2.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20142016","2014-2016","%","2.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20152017","2015-2017","%","2.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20162018","2016-2018","%","2.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20172019","2017-2019","%","2.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20182020","2018-2020","%","2.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21034","Porcentaje de las tierras cultivables que están equipadas para el riego (%) (promedio de 3 años)","20192021","2019-2021","%","2.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20002002","2000-2002","%","6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20012003","2001-2003","%","6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20022004","2002-2004","%","6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20032005","2003-2005","%","6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20042006","2004-2006","%","5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20052007","2005-2007","%","5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20062008","2006-2008","%","5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20072009","2007-2009","%","6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20082010","2008-2010","%","6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20092011","2009-2011","%","6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20102012","2010-2012","%","6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20112013","2011-2013","%","6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20122014","2012-2014","%","6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20132015","2013-2015","%","6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20142016","2014-2016","%","7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20152017","2015-2017","%","7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20162018","2016-2018","%","7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20172019","2017-2019","%","7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20182020","2018-2020","%","7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6121","Valor","21033","Valor de las importaciones de alimentos respecto de las exportaciones totales de mercancías (%) (promedio de 3 años)","20192021","2019-2021","%","7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2001","2001","1000 I$","2.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2002","2002","1000 I$","2.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2003","2003","1000 I$","3.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2004","2004","1000 I$","4.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2005","2005","1000 I$","3.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2006","2006","1000 I$","3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2007","2007","1000 I$","3.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2008","2008","1000 I$","2.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2009","2009","1000 I$","3.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2010","2010","1000 I$","3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2011","2011","1000 I$","3.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2012","2012","1000 I$","3.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2013","2013","1000 I$","4.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2014","2014","1000 I$","3.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2015","2015","1000 I$","3.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2016","2016","1000 I$","3.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2017","2017","1000 I$","3.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2018","2018","1000 I$","2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2019","2019","1000 I$","2.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","001","Mundo","6127","Valor","21030","Variabilidad de la producción de alimentos per cápita (I$ por persona 2014-16 constante)","2020","2020","1000 I$","2.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2000","2000","I$","49316.3","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2001","2001","I$","49327.5","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2002","2002","I$","49746.9","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2003","2003","I$","50657.7","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2004","2004","I$","52092.7","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2005","2005","I$","53399.8","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2006","2006","I$","54351.1","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2007","2007","I$","54920.8","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2008","2008","I$","54502.2","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2009","2009","I$","52593.5","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2010","2010","I$","53573.1","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2011","2011","I$","54065.9","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2012","2012","I$","54852.7","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2013","2013","I$","55480.5","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2014","2014","I$","56346.9","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2015","2015","I$","57349.7","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2016","2016","I$","57831.8","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2017","2017","I$","58761.5","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2018","2018","I$","60116","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2019","2019","I$","61139","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2020","2020","I$","58741.4","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6126","Valor","22013","PIB per cápita, PPA ($ a precios internacionales constantes de 2017)","2021","2021","I$","62068.2","X","Cifra de fuentes internacionales",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20002002","2000-2002","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20012003","2001-2003","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20022004","2002-2004","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20032005","2003-2005","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20042006","2004-2006","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20052007","2005-2007","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20062008","2006-2008","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20072009","2007-2009","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20082010","2008-2010","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20092011","2009-2011","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20102012","2010-2012","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20112013","2011-2013","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20122014","2012-2014","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20132015","2013-2015","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20142016","2014-2016","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20152017","2015-2017","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20162018","2016-2018","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20172019","2017-2019","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20182020","2018-2020","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20192021","2019-2021","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210011","Número de personas subalimentadas (millones) (promedio de 3 años)","20202022","2020-2022","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2000","2000","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2001","2001","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2002","2002","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2003","2003","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2004","2004","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2005","2005","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2006","2006","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2007","2007","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2008","2008","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2009","2009","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2010","2010","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2011","2011","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2012","2012","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2013","2013","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2014","2014","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2015","2015","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2016","2016","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2017","2017","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2018","2018","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2019","2019","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2020","2020","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2021","2021","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210010","Número de personas subalimentadas (millones) (valor anual)","2022","2022","millones No","","Q","Valor ausente; suprimido",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20142016","2014-2016","millones No","3.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20142016","2014-2016","millones No","3.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20142016","2014-2016","millones No","4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","3.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","3.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","3.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","2.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","3.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","2.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","3.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","2.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","2.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","3.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","2.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210071","Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","2.6","E","Valor estimado",""
